rawfile_name,rawfile_id,sample_id,rawfile_name_R,sample,run_type,DilutionConcentration,batch,RunOrder,ome_id,keep,timestamp
20240729_SIA_Batch6_H23.raw,1281,310,X20240729_SIA_Batch6_H23.raw,H23,Sample,NA,6,188,2,1,05:05.0
20240729_SIA_Batch6_H9.raw,1290,296,X20240729_SIA_Batch6_H9.raw,H9,Sample,NA,6,194,2,1,50:54.7
20240729_SIA_Batch6_NC3.raw,1300,383,X20240729_SIA_Batch6_NC3.raw,NC3,Sample,NA,6,183,2,1,08:00.8
20240729_SIA_Batch6_PooledControl_rep1.raw,1307,-1,X20240729_SIA_Batch6_PooledControl_rep1.raw,Blank,QcRep,NA,6,162,2,1,53:14.6
20240801_SIA_Batch7_1004.raw,992,104,X20240801_SIA_Batch7_1004.raw,1004,Sample,NA,7,220,2,1,12:21.7
20240801_SIA_Batch7_1027.raw,1009,127,X20240801_SIA_Batch7_1027.raw,1027,Sample,NA,7,206,2,1,31:11.6
20240801_SIA_Batch7_1031.raw,1014,131,X20240801_SIA_Batch7_1031.raw,1031,Sample,NA,7,228,2,1,56:26.3
20240801_SIA_Batch7_1043.raw,1023,143,X20240801_SIA_Batch7_1043.raw,1043,Sample,NA,7,210,2,1,28:48.8
20240801_SIA_Batch7_1050_2.raw,1151,336,X20240801_SIA_Batch7_1050_2.raw,1150.2,Sample,NA,7,205,2,1,31:44.6
20240801_SIA_Batch7_1054.raw,1031,153,X20240801_SIA_Batch7_1054.raw,1054,Sample,NA,7,215,2,1,15:19.6
20240801_SIA_Batch7_1060.raw,1036,159,X20240801_SIA_Batch7_1060.raw,1060,Sample,NA,7,226,2,1,57:38.6
20240801_SIA_Batch7_1078.raw,1050,177,X20240801_SIA_Batch7_1078.raw,1078,Sample,NA,7,229,2,1,55:51.1
20240801_SIA_Batch7_1094.raw,1060,193,X20240801_SIA_Batch7_1094.raw,1094,Sample,NA,7,204,2,1,32:19.7
20240801_SIA_Batch7_1097.raw,1062,196,X20240801_SIA_Batch7_1097.raw,1097,Sample,NA,7,202,2,1,33:32.1
20240801_SIA_Batch7_1105_2.raw,1152,337,X20240801_SIA_Batch7_1105_2.raw,1105.2,Sample,NA,7,207,2,1,30:36.4
20240801_SIA_Batch7_1112_2.raw,1159,344,X20240801_SIA_Batch7_1112_2.raw,1112.2,Sample,NA,7,233,2,1,06:07.7
20240801_SIA_Batch7_1118_2.raw,1164,349,X20240801_SIA_Batch7_1118_2.raw,1118.2,Sample,NA,7,212,2,1,17:07.1
20240801_SIA_Batch7_1135.raw,1095,233,X20240801_SIA_Batch7_1135.raw,1135,Sample,NA,7,237,2,1,03:44.9
20240801_SIA_Batch7_1136.raw,1096,234,X20240801_SIA_Batch7_1136.raw,1136,Sample,NA,7,238,2,1,03:11.9
20240801_SIA_Batch7_1141.raw,1100,239,X20240801_SIA_Batch7_1141.raw,1141,Sample,NA,7,223,2,1,59:23.9
20240801_SIA_Batch7_1142_2.raw,1179,364,X20240801_SIA_Batch7_1142_2.raw,1142.2,Sample,NA,7,218,2,1,13:32.1
20240801_SIA_Batch7_1147.raw,1105,245,X20240801_SIA_Batch7_1147.raw,1147,Sample,NA,7,214,2,1,15:54.7
20240801_SIA_Batch7_1154.raw,1111,252,X20240801_SIA_Batch7_1154.raw,1154,Sample,NA,7,216,2,1,14:44.4
20240801_SIA_Batch7_1168.raw,1125,266,X20240801_SIA_Batch7_1168.raw,1168,Sample,NA,7,235,2,1,04:57.1
20240801_SIA_Batch7_1169.raw,1126,267,X20240801_SIA_Batch7_1169.raw,1169,Sample,NA,7,217,2,1,14:09.3
20240801_SIA_Batch7_1175.raw,1132,273,X20240801_SIA_Batch7_1175.raw,1175,Sample,NA,7,225,2,1,58:13.8
20240801_SIA_Batch7_1180.raw,1137,278,X20240801_SIA_Batch7_1180.raw,1180,Sample,NA,7,203,2,1,32:56.9
20240801_SIA_Batch7_2.raw,908,2,X20240801_SIA_Batch7_2.raw,2,Sample,NA,7,236,2,0;  low extracted volume,04:20.0
20240801_SIA_Batch7_2010_11.raw,1201,324,X20240801_SIA_Batch7_2010_11.raw,2010.11,Sample,NA,7,234,2,1,05:32.3
20240801_SIA_Batch7_2019_61.raw,1208,331,X20240801_SIA_Batch7_2019_61.raw,2019.61,Sample,NA,7,208,2,1,29:59.3
20240801_SIA_Batch7_21.raw,923,20,X20240801_SIA_Batch7_21.raw,21,Sample,NA,7,219,2,1,12:57.1
20240801_SIA_Batch7_32.raw,932,31,X20240801_SIA_Batch7_32.raw,32,Sample,NA,7,240,2,1,02:01.6
20240801_SIA_Batch7_45.raw,941,44,X20240801_SIA_Batch7_45.raw,45,Sample,NA,7,227,2,1,57:03.4
20240801_SIA_Batch7_6.raw,912,6,X20240801_SIA_Batch7_6.raw,6,Sample,NA,7,213,2,1,16:31.7
20240801_SIA_Batch7_76.raw,966,74,X20240801_SIA_Batch7_76.raw,76,Sample,NA,7,230,2,1,55:15.9
20240801_SIA_Batch7_89.raw,976,87,X20240801_SIA_Batch7_89.raw,89,Sample,NA,7,224,2,1,58:48.9
20240801_SIA_Batch7_Control_rep1.raw,1214,-1,X20240801_SIA_Batch7_Control_rep1.raw,Blank,QcRep,NA,7,201,2,1,34:09.2
20240801_SIA_Batch7_Control_rep2.raw,1224,-1,X20240801_SIA_Batch7_Control_rep2.raw,Blank,QcRep,NA,7,211,2,1,17:42.2
20240801_SIA_Batch7_Control_rep3.raw,1234,-1,X20240801_SIA_Batch7_Control_rep3.raw,Blank,QcRep,NA,7,221,2,1,01:11.4
20240801_SIA_Batch7_Control_rep4.raw,1244,-1,X20240801_SIA_Batch7_Control_rep4.raw,Blank,QcRep,NA,7,231,2,1,07:18.0
20240801_SIA_Batch7_Control_rep5.raw,1254,-1,X20240801_SIA_Batch7_Control_rep5.raw,Blank,QcRep,NA,7,241,2,1,00:12.2
20240801_SIA_Batch7_H19.raw,1276,306,X20240801_SIA_Batch7_H19.raw,H19,Sample,NA,7,222,2,1,00:00.9
20240801_SIA_Batch7_H27.raw,1285,314,X20240801_SIA_Batch7_H27.raw,H27,Sample,NA,7,239,2,1,02:36.7
20240801_SIA_Batch7_NC20.raw,1299,400,X20240801_SIA_Batch7_NC20.raw,NC20,Sample,NA,7,209,2,1,29:24.0
20240801_SIA_Batch7_NC8.raw,1305,388,X20240801_SIA_Batch7_NC8.raw,NC8,Sample,NA,7,232,2,1,06:42.9
20240803_SIA_Batch8_101.raw,987,99,X20240803_SIA_Batch8_101.raw,101,Sample,NA,8,252,2,1,31:35.8
20240803_SIA_Batch8_1015.raw,1002,115,X20240803_SIA_Batch8_1015.raw,1015,Sample,NA,8,266,2,1,12:09.6
20240803_SIA_Batch8_1032_2.raw,1147,332,X20240803_SIA_Batch8_1032_2.raw,1132.2,Sample,NA,8,263,2,1,13:53.2
20240803_SIA_Batch8_1034_2.raw,1148,333,X20240803_SIA_Batch8_1034_2.raw,1134.2,Sample,NA,8,270,2,1,59:13.6
20240803_SIA_Batch8_1035.raw,1018,135,X20240803_SIA_Batch8_1035.raw,1035,Sample,NA,8,268,2,1,00:21.9
20240803_SIA_Batch8_1057.raw,1033,156,X20240803_SIA_Batch8_1057.raw,1057,Sample,NA,8,255,2,1,29:48.4
20240803_SIA_Batch8_1079.raw,1051,178,X20240803_SIA_Batch8_1079.raw,1079,Sample,NA,8,261,2,1,15:03.6
20240803_SIA_Batch8_1081.raw,1052,180,X20240803_SIA_Batch8_1081.raw,1081,Sample,NA,8,245,2,1,46:18.6
20240803_SIA_Batch8_1091.raw,1058,190,X20240803_SIA_Batch8_1091.raw,1091,Sample,NA,8,269,2,1,59:48.8
20240803_SIA_Batch8_11.raw,915,11,X20240803_SIA_Batch8_11.raw,11,Sample,NA,8,243,2,1,47:28.8
20240803_SIA_Batch8_1109.raw,1073,208,X20240803_SIA_Batch8_1109.raw,1109,Sample,NA,8,254,2,1,30:23.6
20240803_SIA_Batch8_1114.raw,1076,213,X20240803_SIA_Batch8_1114.raw,1114,Sample,NA,8,275,2,1,56:15.5
20240803_SIA_Batch8_1115_2.raw,1161,346,X20240803_SIA_Batch8_1115_2.raw,1115.2,Sample,NA,8,271,2,1,58:38.5
20240803_SIA_Batch8_1121.raw,1083,220,X20240803_SIA_Batch8_1121.raw,1121,Sample,NA,8,256,2,1,29:11.5
20240803_SIA_Batch8_1128_2.raw,1171,356,X20240803_SIA_Batch8_1128_2.raw,1128.2,Sample,NA,8,274,2,1,56:50.7
20240803_SIA_Batch8_1149.raw,1107,247,X20240803_SIA_Batch8_1149.raw,1149,Sample,NA,8,247,2,1,45:06.4
20240803_SIA_Batch8_1154_2.raw,1189,374,X20240803_SIA_Batch8_1154_2.raw,1154.2,Sample,NA,8,265,2,1,12:42.8
20240803_SIA_Batch8_1176.raw,1133,274,X20240803_SIA_Batch8_1176.raw,1176,Sample,NA,8,260,2,1,15:39.0
20240803_SIA_Batch8_19.raw,921,18,X20240803_SIA_Batch8_19.raw,19,Sample,NA,8,249,2,1,43:54.1
20240803_SIA_Batch8_2013_24.raw,1204,327,X20240803_SIA_Batch8_2013_24.raw,2013.24,Sample,NA,8,253,2,1,31:00.7
20240803_SIA_Batch8_23.raw,925,22,X20240803_SIA_Batch8_23.raw,23,Sample,NA,8,276,2,1,55:40.3
20240803_SIA_Batch8_56.raw,949,55,X20240803_SIA_Batch8_56.raw,56,Sample,NA,8,246,2,1,45:41.6
20240803_SIA_Batch8_64.raw,955,62,X20240803_SIA_Batch8_64.raw,64,Sample,NA,8,264,2,1,13:17.9
20240803_SIA_Batch8_71.raw,962,69,X20240803_SIA_Batch8_71.raw,71,Sample,NA,8,250,2,1,43:19.2
20240803_SIA_Batch8_84.raw,971,82,X20240803_SIA_Batch8_84.raw,84,Sample,NA,8,262,2,1,14:28.5
20240803_SIA_Batch8_87.raw,974,85,X20240803_SIA_Batch8_87.raw,87,Sample,NA,8,248,2,1,44:31.2
20240803_SIA_Batch8_Control_rep1.raw,1215,-1,X20240803_SIA_Batch8_Control_rep1.raw,Blank,QcRep,NA,8,242,2,1,48:05.7
20240803_SIA_Batch8_Control_rep2.raw,1225,-1,X20240803_SIA_Batch8_Control_rep2.raw,Blank,QcRep,NA,8,251,2,1,32:11.0
20240803_SIA_Batch8_Control_rep3.raw,1235,-1,X20240803_SIA_Batch8_Control_rep3.raw,Blank,QcRep,NA,8,259,2,1,16:49.3
20240803_SIA_Batch8_Control_rep4.raw,1245,-1,X20240803_SIA_Batch8_Control_rep4.raw,Blank,QcRep,NA,8,267,2,1,00:59.2
20240803_SIA_Batch8_Control_rep5.raw,1255,-1,X20240803_SIA_Batch8_Control_rep5.raw,Blank,QcRep,NA,8,277,2,1,43:54.6
20240803_SIA_Batch8_H11.raw,1269,298,X20240803_SIA_Batch8_H11.raw,H11,Sample,NA,8,273,2,1,57:26.1
20240803_SIA_Batch8_H14.raw,1272,301,X20240803_SIA_Batch8_H14.raw,H14,Sample,NA,8,257,2,1,28:36.4
20240803_SIA_Batch8_H6.raw,1288,293,X20240803_SIA_Batch8_H6.raw,H6,Sample,NA,8,244,2,1,46:53.8
20240803_SIA_Batch8_NC6.raw,1303,386,X20240803_SIA_Batch8_NC6.raw,NC6,Sample,NA,8,272,2,1,58:01.2
20240803_SIA_Batch8_NC9.raw,1306,389,X20240803_SIA_Batch8_NC9.raw,NC9,Sample,NA,8,258,2,1,27:59.7
20240804_SIA_Batch9_1001.raw,989,101,X20240804_SIA_Batch9_1001.raw,1001,Sample,NA,9,312,2,1,39:52.1
20240804_SIA_Batch9_1024.raw,1007,124,X20240804_SIA_Batch9_1024.raw,1024,Sample,NA,9,303,2,1,55:29.7
20240804_SIA_Batch9_1028.raw,1010,128,X20240804_SIA_Batch9_1028.raw,1028,Sample,NA,9,308,2,1,42:06.5
20240804_SIA_Batch9_1029.raw,1011,129,X20240804_SIA_Batch9_1029.raw,1029,Sample,NA,9,294,2,1,11:54.6
20240804_SIA_Batch9_1044.raw,1024,144,X20240804_SIA_Batch9_1044.raw,1044,Sample,NA,9,305,2,1,43:50.1
20240804_SIA_Batch9_1058.raw,1034,157,X20240804_SIA_Batch9_1058.raw,1058,Sample,NA,9,284,2,1,28:21.1
20240804_SIA_Batch9_1059.raw,1035,158,X20240804_SIA_Batch9_1059.raw,1059,Sample,NA,9,287,2,1,16:02.6
20240804_SIA_Batch9_1061.raw,1037,160,X20240804_SIA_Batch9_1061.raw,1061,Sample,NA,9,295,2,1,11:19.4
20240804_SIA_Batch9_1063.raw,1039,162,X20240804_SIA_Batch9_1063.raw,1063,Sample,NA,9,293,2,1,12:31.6
20240804_SIA_Batch9_1096.raw,1061,195,X20240804_SIA_Batch9_1096.raw,1096,Sample,NA,9,309,2,1,41:33.5
20240804_SIA_Batch9_1116_2.raw,1162,347,X20240804_SIA_Batch9_1116_2.raw,1116.2,Sample,NA,9,300,2,1,57:15.0
20240804_SIA_Batch9_1120_2.raw,1166,351,X20240804_SIA_Batch9_1120_2.raw,1120.2,Sample,NA,9,282,2,1,29:31.1
20240804_SIA_Batch9_1124_2.raw,1168,353,X20240804_SIA_Batch9_1124_2.raw,1124.2,Sample,NA,9,306,2,1,43:14.9
20240804_SIA_Batch9_1138.raw,1097,236,X20240804_SIA_Batch9_1138.raw,1138,Sample,NA,9,283,2,1,28:56.2
20240804_SIA_Batch9_1152_2.raw,1187,372,X20240804_SIA_Batch9_1152_2.raw,1152.2,Sample,NA,9,297,2,1,58:58.9
20240804_SIA_Batch9_1155.raw,1112,253,X20240804_SIA_Batch9_1155.raw,1155,Sample,NA,9,301,2,1,56:40.0
20240804_SIA_Batch9_1158_2.raw,1190,375,X20240804_SIA_Batch9_1158_2.raw,1158.2,Sample,NA,9,281,2,1,30:06.1
20240804_SIA_Batch9_1163.raw,1120,261,X20240804_SIA_Batch9_1163.raw,1163,Sample,NA,9,291,2,1,13:41.8
20240804_SIA_Batch9_1164.raw,1121,262,X20240804_SIA_Batch9_1164.raw,1164,Sample,NA,9,311,2,1,40:25.1
20240804_SIA_Batch9_1174.raw,1131,272,X20240804_SIA_Batch9_1174.raw,1174,Sample,NA,9,290,2,1,14:17.1
20240804_SIA_Batch9_15.raw,917,14,X20240804_SIA_Batch9_15.raw,15,Sample,NA,9,298,2,1,58:23.5
20240804_SIA_Batch9_18.raw,920,17,X20240804_SIA_Batch9_18.raw,18,Sample,NA,9,288,2,1,15:29.4
20240804_SIA_Batch9_25.raw,927,24,X20240804_SIA_Batch9_25.raw,25,Sample,NA,9,285,2,1,27:45.9
20240804_SIA_Batch9_30.raw,930,29,X20240804_SIA_Batch9_30.raw,30,Sample,NA,9,289,2,1,14:54.3
20240804_SIA_Batch9_39.raw,936,38,X20240804_SIA_Batch9_39.raw,39,Sample,NA,9,280,2,1,30:41.4
20240804_SIA_Batch9_61.raw,953,59,X20240804_SIA_Batch9_61.raw,61,Sample,NA,9,310,2,1,40:58.5
20240804_SIA_Batch9_96.raw,981,94,X20240804_SIA_Batch9_96.raw,96,Sample,NA,9,279,2,1,31:14.8
20240804_SIA_Batch9_Control_rep1.raw,1216,-1,X20240804_SIA_Batch9_Control_rep1.raw,Blank,QcRep,NA,9,278,2,1,31:49.8
20240804_SIA_Batch9_Control_rep2.raw,1226,-1,X20240804_SIA_Batch9_Control_rep2.raw,Blank,QcRep,NA,9,286,2,1,16:37.6
20240804_SIA_Batch9_Control_rep3.raw,1236,-1,X20240804_SIA_Batch9_Control_rep3.raw,Blank,QcRep,NA,9,296,2,1,00:09.1
20240804_SIA_Batch9_Control_rep4.raw,1246,-1,X20240804_SIA_Batch9_Control_rep4.raw,Blank,QcRep,NA,9,304,2,1,44:25.3
20240804_SIA_Batch9_Control_rep5.raw,1256,-1,X20240804_SIA_Batch9_Control_rep5.raw,Blank,QcRep,NA,9,313,2,1,28:08.6
20240804_SIA_Batch9_H18.raw,1275,305,X20240804_SIA_Batch9_H18.raw,H18,Sample,NA,9,299,2,1,57:50.2
20240804_SIA_Batch9_H7.raw,1289,294,X20240804_SIA_Batch9_H7.raw,H7,Sample,NA,9,302,2,1,56:04.8
20240804_SIA_Batch9_NC2.raw,1298,382,X20240804_SIA_Batch9_NC2.raw,NC2,Sample,NA,9,292,2,1,13:06.6
20240804_SIA_Batch9_NC7.raw,1304,387,X20240804_SIA_Batch9_NC7.raw,NC7,Sample,NA,9,307,2,1,42:39.7
20240806_SIA_Batch10_1017.raw,1005,117,X20240806_SIA_Batch10_1017.raw,1017,Sample,NA,10,338,2,1,41:13.7
20240806_SIA_Batch10_102.raw,988,100,X20240806_SIA_Batch10_102.raw,102,Sample,NA,10,316,2,1,15:03.9
20240806_SIA_Batch10_1022.raw,1006,122,X20240806_SIA_Batch10_1022.raw,1022,Sample,NA,10,315,2,1,15:37.2
20240806_SIA_Batch10_1032.raw,1015,132,X20240806_SIA_Batch10_1032.raw,1032,Sample,NA,10,334,2,1,43:27.9
20240806_SIA_Batch10_1038.raw,1020,138,X20240806_SIA_Batch10_1038.raw,1038,Sample,NA,10,335,2,1,42:52.8
20240806_SIA_Batch10_1064.raw,1040,163,X20240806_SIA_Batch10_1064.raw,1064,Sample,NA,10,333,2,1,44:03.1
20240806_SIA_Batch10_1074.raw,1048,173,X20240806_SIA_Batch10_1074.raw,1074,Sample,NA,10,331,2,1,56:15.7
20240806_SIA_Batch10_1086.raw,1055,185,X20240806_SIA_Batch10_1086.raw,1086,Sample,NA,10,320,2,1,12:53.2
20240806_SIA_Batch10_1092.raw,1059,191,X20240806_SIA_Batch10_1092.raw,1092,Sample,NA,10,345,2,1,26:49.1
20240806_SIA_Batch10_1107_2.raw,1154,339,X20240806_SIA_Batch10_1107_2.raw,1107.2,Sample,NA,10,348,2,1,25:07.7
20240806_SIA_Batch10_1113_2.raw,1160,345,X20240806_SIA_Batch10_1113_2.raw,1113.2,Sample,NA,10,342,2,1,28:27.9
20240806_SIA_Batch10_1117_2.raw,1163,348,X20240806_SIA_Batch10_1117_2.raw,1117.2,Sample,NA,10,322,2,1,11:45.0
20240806_SIA_Batch10_1118.raw,1080,217,X20240806_SIA_Batch10_1118.raw,1118,Sample,NA,10,319,2,1,13:26.5
20240806_SIA_Batch10_1126_2.raw,1170,355,X20240806_SIA_Batch10_1126_2.raw,1126.2,Sample,NA,10,343,2,1,27:54.8
20240806_SIA_Batch10_1140.raw,1099,238,X20240806_SIA_Batch10_1140.raw,1140,Sample,NA,10,337,2,1,41:46.8
20240806_SIA_Batch10_1152.raw,1109,250,X20240806_SIA_Batch10_1152.raw,1152,Sample,NA,10,349,2,1,24:34.5
20240806_SIA_Batch10_1159.raw,1116,257,X20240806_SIA_Batch10_1159.raw,1159,Sample,NA,10,346,2,1,26:16.0
20240806_SIA_Batch10_1162_2.raw,1192,377,X20240806_SIA_Batch10_1162_2.raw,1162.2,Sample,NA,10,325,2,1,59:36.5
20240806_SIA_Batch10_1188.raw,1145,286,X20240806_SIA_Batch10_1188.raw,1188,Sample,NA,10,340,2,1,40:09.5
20240806_SIA_Batch10_2015_1087.raw,1056,186,X20240806_SIA_Batch10_2015_1087.raw,1087,Sample,NA,10,324,2,1,00:09.5
20240806_SIA_Batch10_2017_9.raw,1206,329,X20240806_SIA_Batch10_2017_9.raw,2017.9,Sample,NA,10,339,2,1,40:42.6
20240806_SIA_Batch10_49.raw,943,48,X20240806_SIA_Batch10_49.raw,49,Sample,NA,10,317,2,1,14:32.9
20240806_SIA_Batch10_55.raw,948,54,X20240806_SIA_Batch10_55.raw,55,Sample,NA,10,336,2,1,42:19.9
20240806_SIA_Batch10_66.raw,957,64,X20240806_SIA_Batch10_66.raw,66,Sample,NA,10,329,2,1,57:21.9
20240806_SIA_Batch10_69.raw,960,67,X20240806_SIA_Batch10_69.raw,69,Sample,NA,10,326,2,1,59:01.4
20240806_SIA_Batch10_70.raw,961,68,X20240806_SIA_Batch10_70.raw,70,Sample,NA,10,344,2,1,27:21.8
20240806_SIA_Batch10_73.raw,964,71,X20240806_SIA_Batch10_73.raw,73,Sample,NA,10,328,2,1,57:55.0
20240806_SIA_Batch10_77.raw,967,75,X20240806_SIA_Batch10_77.raw,77,Sample,NA,10,327,2,1,58:28.2
20240806_SIA_Batch10_Control_rep1.raw,1217,-1,X20240806_SIA_Batch10_Control_rep1.raw,Blank,QcRep,NA,10,314,2,1,16:10.3
20240806_SIA_Batch10_Control_rep2.raw,1227,-1,X20240806_SIA_Batch10_Control_rep2.raw,Blank,QcRep,NA,10,323,2,1,00:40.6
20240806_SIA_Batch10_Control_rep3.raw,1237,-1,X20240806_SIA_Batch10_Control_rep3.raw,Blank,QcRep,NA,10,332,2,1,45:09.3
20240806_SIA_Batch10_Control_rep4.raw,1247,-1,X20240806_SIA_Batch10_Control_rep4.raw,Blank,QcRep,NA,10,341,2,1,29:01.1
20240806_SIA_Batch10_Control_rep5.raw,1257,-1,X20240806_SIA_Batch10_Control_rep5.raw,Blank,QcRep,NA,10,350,2,1,12:52.8
20240806_SIA_Batch10_H10.raw,1268,297,X20240806_SIA_Batch10_H10.raw,H10,Sample,NA,10,318,2,1,13:59.8
20240806_SIA_Batch10_H15.raw,1273,302,X20240806_SIA_Batch10_H15.raw,H15,Sample,NA,10,347,2,1,25:40.9
20240806_SIA_Batch10_H17.raw,1274,304,X20240806_SIA_Batch10_H17.raw,H17,Sample,NA,10,330,2,1,56:48.8
20240806_SIA_Batch10_NC19.raw,1297,399,X20240806_SIA_Batch10_NC19.raw,NC19,Sample,NA,10,321,2,1,12:18.1
20240808_SIA_Batch1_100.raw,985,98,X20240808_SIA_Batch1_100.raw,100,Sample,NA,1,359,2,1,56:52.2
20240808_SIA_Batch1_1016.raw,1003,116,X20240808_SIA_Batch1_1016.raw,1016,Sample,NA,1,360,2,1,56:19.1
20240808_SIA_Batch1_1030.raw,1012,130,X20240808_SIA_Batch1_1030.raw,1030,Sample,NA,1,361,2,1,55:45.8
20240808_SIA_Batch1_1041.raw,1022,141,X20240808_SIA_Batch1_1041.raw,1041,Sample,NA,1,362,2,1,55:12.5
20240808_SIA_Batch1_1104.raw,1068,203,X20240808_SIA_Batch1_1104.raw,1104,Sample,NA,1,363,2,1,54:39.2
20240808_SIA_Batch1_1109_2.raw,1156,341,X20240808_SIA_Batch1_1109_2.raw,1109.2,Sample,NA,1,353,2,1,00:14.9
20240808_SIA_Batch1_2012_7.raw,1203,326,X20240808_SIA_Batch1_2012_7.raw,2012.7,Sample,NA,1,354,2,1,59:39.7
20240808_SIA_Batch1_33.raw,933,32,X20240808_SIA_Batch1_33.raw,33,Sample,NA,1,355,2,1,59:06.6
20240808_SIA_Batch1_43.raw,939,42,X20240808_SIA_Batch1_43.raw,43,Sample,NA,1,352,2,1,00:47.9
20240808_SIA_Batch1_50.raw,944,49,X20240808_SIA_Batch1_50.raw,50,Sample,NA,1,356,2,1,58:31.3
20240808_SIA_Batch1_9.raw,914,9,X20240808_SIA_Batch1_9.raw,9,Sample,NA,1,351,2,1,01:21.2
20240808_SIA_Batch1_90.raw,977,88,X20240808_SIA_Batch1_90.raw,90,Sample,NA,1,357,2,1,57:56.4
20240808_SIA_Batch1_92.raw,978,90,X20240808_SIA_Batch1_92.raw,92,Sample,NA,1,358,2,1,57:23.3
20240808_SIA_Batch1_NC16.raw,1295,396,X20240808_SIA_Batch1_NC16.raw,NC16,Sample,NA,1,364,2,1,54:06.0
20240808_SIA_Batch2_36.raw,935,35,X20240808_SIA_Batch2_36.raw,36,Sample,NA,1,365,2,0; low extracted volume,53:42.8
20240809_SIA_Batch1_100.raw,986,98,X20240809_SIA_Batch1_100.raw,100,Sample,NA,1,380,2,0; replicate_injection,09:53.7
20240809_SIA_Batch1_1002.raw,990,102,X20240809_SIA_Batch1_1002.raw,1002,Sample,NA,1,398,2,1,48:38.1
20240809_SIA_Batch1_1003.raw,991,103,X20240809_SIA_Batch1_1003.raw,1003,Sample,NA,1,367,2,1,38:39.0
20240809_SIA_Batch1_1006.raw,994,106,X20240809_SIA_Batch1_1006.raw,1006,Sample,NA,1,394,2,1,51:00.2
20240809_SIA_Batch1_1009.raw,997,109,X20240809_SIA_Batch1_1009.raw,1009,Sample,NA,1,395,2,1,50:25.2
20240809_SIA_Batch1_1016.raw,1004,116,X20240809_SIA_Batch1_1016.raw,1016,Sample,NA,1,381,2,0; replicate_injection,09:18.5
20240809_SIA_Batch1_1030.raw,1013,130,X20240809_SIA_Batch1_1030.raw,1030,Sample,NA,1,378,2,0; low extracted volume,21:39.3
20240809_SIA_Batch1_1048.raw,1027,147,X20240809_SIA_Batch1_1048.raw,1048,Sample,NA,1,368,2,1,38:03.7
20240809_SIA_Batch1_1062.raw,1038,161,X20240809_SIA_Batch1_1062.raw,1062,Sample,NA,1,377,2,1,22:16.5
20240809_SIA_Batch1_1069.raw,1043,168,X20240809_SIA_Batch1_1069.raw,1069,Sample,NA,1,376,2,1,22:51.5
20240809_SIA_Batch1_1101.raw,1066,200,X20240809_SIA_Batch1_1101.raw,1101,Sample,NA,1,397,2,1,49:13.2
20240809_SIA_Batch1_1102.raw,1067,201,X20240809_SIA_Batch1_1102.raw,1102,Sample,NA,1,375,2,1,23:26.5
20240809_SIA_Batch1_1111_2.raw,1158,343,X20240809_SIA_Batch1_1111_2.raw,1111.2,Sample,NA,1,386,2,1,06:20.5
20240809_SIA_Batch1_1116.raw,1078,215,X20240809_SIA_Batch1_1116.raw,1116,Sample,NA,1,374,2,1,24:01.8
20240809_SIA_Batch1_1126.raw,1087,225,X20240809_SIA_Batch1_1126.raw,1126,Sample,NA,1,371,2,1,36:20.6
20240809_SIA_Batch1_1130.raw,1091,229,X20240809_SIA_Batch1_1130.raw,1130,Sample,NA,1,391,2,1,52:45.4
20240809_SIA_Batch1_1137_2.raw,1176,361,X20240809_SIA_Batch1_1137_2.raw,1137.2,Sample,NA,1,389,2,1,04:32.9
20240809_SIA_Batch1_1145_2.raw,1182,367,X20240809_SIA_Batch1_1145_2.raw,1145.2,Sample,NA,1,384,2,1,07:30.7
20240809_SIA_Batch1_1162.raw,1119,260,X20240809_SIA_Batch1_1162.raw,1162,Sample,NA,1,393,2,1,51:33.4
20240809_SIA_Batch1_1177.raw,1134,275,X20240809_SIA_Batch1_1177.raw,1177,Sample,NA,1,382,2,1,08:43.1
20240809_SIA_Batch1_1184.raw,1141,282,X20240809_SIA_Batch1_1184.raw,1184,Sample,NA,1,392,2,1,52:10.3
20240809_SIA_Batch1_2015_77.raw,1205,328,X20240809_SIA_Batch1_2015_77.raw,2015.77,Sample,NA,1,373,2,1,24:37.0
20240809_SIA_Batch1_24.raw,926,23,X20240809_SIA_Batch1_24.raw,24,Sample,NA,1,369,2,1,37:28.6
20240809_SIA_Batch1_5.raw,911,5,X20240809_SIA_Batch1_5.raw,5,Sample,NA,1,387,2,1,05:45.2
20240809_SIA_Batch1_92.raw,979,90,X20240809_SIA_Batch1_92.raw,92,Sample,NA,1,370,2,1,36:53.5
20240809_SIA_Batch1_98.raw,983,96,X20240809_SIA_Batch1_98.raw,98,Sample,NA,1,396,2,1,49:48.2
20240809_SIA_Batch1_Control_rep1.raw,1218,-1,X20240809_SIA_Batch1_Control_rep1.raw,Blank,QcRep,NA,1,366,2,1,39:14.1
20240809_SIA_Batch1_Control_rep2.raw,1228,-1,X20240809_SIA_Batch1_Control_rep2.raw,Blank,QcRep,NA,1,372,2,1,25:14.4
20240809_SIA_Batch1_Control_rep3.raw,1238,-1,X20240809_SIA_Batch1_Control_rep3.raw,Blank,QcRep,NA,1,379,2,1,10:28.7
20240809_SIA_Batch1_Control_rep4.raw,1248,-1,X20240809_SIA_Batch1_Control_rep4.raw,Blank,QcRep,NA,1,390,2,1,53:22.3
